"id","round","game_date","venue_id","home_team_id","away_team_id","season_year","afltables_game_id","home_score_str","away_score_str","home_score_goals","home_score_behinds","home_score_total","away_score_goals","away_score_behinds","away_score_total","margin","home_result","away_result"
12023,"R11","2017-06-04",1325,20986,20158,2017,15088,"12.13.85","15.15.105",12,13,85,15,15,105,20,"L","W"
12024,"R12","2017-06-08",1,19882,20802,2017,15089,"12.16.88","6.6.42",12,16,88,6,6,42,46,"W","L"
12025,"R12","2017-06-09",10,20617,20709,2017,15090,"16.15.111","7.12.54",16,15,111,7,12,54,57,"W","L"
12026,"R12","2017-06-10",4,20433,20066,2017,15091,"12.7.79","13.17.95",12,7,79,13,17,95,16,"L","W"
12027,"R12","2017-06-10",2,5,20986,2017,15092,"18.13.121","9.10.64",18,13,121,9,10,64,57,"W","L"
12028,"R12","2017-06-10",14,20434,20893,2017,15093,"19.17.131","8.13.61",19,17,131,8,13,61,70,"W","L"
12029,"R12","2017-06-11",14,19974,20157,2017,15094,"10.11.71","9.16.70",10,11,71,9,16,70,1,"W","L"
12030,"R12","2017-06-12",4,19881,20158,2017,15095,"15.14.104","15.10.100",15,14,104,15,10,100,4,"W","L"
12031,"R13","2017-06-15",1325,20894,20710,2017,15096,"11.17.83","10.10.70",11,17,83,10,10,70,13,"W","L"
12032,"R13","2017-06-16",14,20525,20709,2017,15097,"10.12.72","12.17.89",10,12,72,12,17,89,17,"L","W"
12033,"R13","2017-06-17",4,20065,19882,2017,15098,"10.11.71","12.8.80",10,11,71,12,8,80,9,"L","W"
12034,"R13","2017-06-17",10,20893,5,2017,15099,"18.13.121","12.9.81",18,13,121,12,9,81,40,"W","L"
12035,"R13","2017-06-17",3,20066,19974,2017,15100,"11.7.73","12.11.83",11,7,73,12,11,83,10,"L","W"
12036,"R13","2017-06-18",14,20802,19881,2017,15101,"8.8.56","17.11.113",8,8,56,17,11,113,57,"L","W"
12037,"R14","2017-06-22",10,20617,20433,2017,15102,"12.10.82","14.12.96",12,10,82,14,12,96,14,"L","W"
12038,"R14","2017-06-23",1,19882,20434,2017,15103,"11.20.86","12.13.85",11,20,86,12,13,85,1,"W","L"
12039,"R14","2017-06-24",4,20158,20893,2017,15104,"9.8.62","13.15.93",9,8,62,13,15,93,31,"L","W"
12040,"R14","2017-06-24",2,5,20157,2017,15105,"12.14.86","22.14.146",12,14,86,22,14,146,60,"L","W"
12041,"R14","2017-06-24",14,20802,20525,2017,15106,"15.17.107","16.10.106",15,17,107,16,10,106,1,"W","L"
12042,"R14","2017-06-24",1325,20894,19881,2017,15107,"14.12.96","15.9.99",14,12,96,15,9,99,3,"L","W"
12043,"R14","2017-06-25",7,20710,20986,2017,15108,"10.14.74","11.6.72",10,14,74,11,6,72,2,"W","L"
12044,"R14","2017-06-25",4,20065,19974,2017,15109,"11.18.84","8.10.58",11,18,84,8,10,58,26,"W","L"
12045,"R14","2017-06-25",14,20709,20066,2017,15110,"14.19.103","10.12.72",14,19,103,10,12,72,31,"W","L"
12046,"R15","2017-06-30",4,19881,19882,2017,15111,"7.8.50","11.19.85",7,8,50,11,19,85,35,"L","W"
12047,"R15","2017-07-01",14,20802,20894,2017,15112,"11.14.80","12.15.87",11,14,80,12,15,87,7,"L","W"
12048,"R15","2017-07-01",4,19974,20617,2017,15113,"12.5.77","13.11.89",12,5,77,13,11,89,12,"L","W"
12049,"R15","2017-07-01",3,20066,20525,2017,15114,"18.10.118","14.15.99",18,10,118,14,15,99,19,"W","L"
12050,"R15","2017-07-01",188,20157,20710,2017,15115,"10.8.68","10.8.68",10,8,68,10,8,68,0,"D","D"
12051,"R15","2017-07-01",10,20893,20065,2017,15116,"8.15.63","11.10.76",8,15,63,11,10,76,13,"L","W"
12052,"R15","2017-07-02",14,20434,5,2017,15117,"11.16.82","13.12.90",11,16,82,13,12,90,8,"L","W"
12053,"R15","2017-07-02",4,20433,20158,2017,15118,"18.10.118","14.10.94",18,10,118,14,10,94,24,"W","L"
12054,"R15","2017-07-02",1325,20986,20709,2017,15119,"12.8.80","12.17.89",12,8,80,12,17,89,9,"L","W"
12055,"R16","2017-07-07",10,20617,20802,2017,15120,"16.8.104","5.15.45",16,8,104,5,15,45,59,"W","L"
12056,"R16","2017-07-08",68,20433,20157,2017,15121,"14.13.97","15.7.97",14,13,97,15,7,97,0,"D","D"
12057,"R16","2017-07-08",4,20158,20434,2017,15122,"12.8.80","18.9.117",12,8,80,18,9,117,37,"L","W"
12058,"R16","2017-07-08",1,19882,20066,2017,15123,"17.16.118","7.9.51",17,16,118,7,9,51,67,"W","L"
12059,"R16","2017-07-08",2,5,20710,2017,15124,"11.12.78","25.13.163",11,12,78,25,13,163,85,"L","W"
12060,"R16","2017-07-08",14,20709,20065,2017,15125,"21.12.138","10.11.71",21,12,138,10,11,71,67,"W","L"
12061,"R16","2017-07-09",14,20525,20986,2017,15126,"12.10.82","13.8.86",12,10,82,13,8,86,4,"L","W"
12062,"R16","2017-07-09",4,19974,19881,2017,15127,"12.10.82","14.6.90",12,10,82,14,6,90,8,"L","W"
12063,"R16","2017-07-09",1325,20894,20893,2017,15128,"13.10.88","18.12.120",13,10,88,18,12,120,32,"L","W"
12064,"R17","2017-07-14",14,20709,20434,2017,15129,"7.15.57","17.16.118",7,15,57,17,16,118,61,"L","W"
12065,"R17","2017-07-15",4,20710,20433,2017,15130,"13.10.88","12.13.85",13,10,88,12,13,85,3,"W","L"
12066,"R17","2017-07-15",10,20893,20525,2017,15131,"19.13.127","8.9.57",19,13,127,8,9,57,70,"W","L"
12067,"R17","2017-07-15",3,20066,20158,2017,15132,"13.10.88","15.13.103",13,10,88,15,13,103,15,"L","W"
12068,"R17","2017-07-15",188,20157,19882,2017,15133,"12.11.83","14.12.96",12,11,83,14,12,96,13,"L","W"
12069,"R17","2017-07-15",70,19881,20617,2017,15134,"10.10.70","17.14.116",10,10,70,17,14,116,46,"L","W"
12070,"R17","2017-07-16",14,20065,5,2017,15135,"16.16.112","12.9.81",16,16,112,12,9,81,31,"W","L"
12071,"R17","2017-07-16",4,19974,20802,2017,15136,"9.8.62","12.10.82",9,8,62,12,10,82,20,"L","W"
12072,"R17","2017-07-16",1325,20986,20894,2017,15137,"5.14.44","11.8.74",5,14,44,11,8,74,30,"L","W"
12073,"R18","2017-07-21",10,20617,20710,2017,15138,"13.13.91","10.10.70",13,13,91,10,10,70,21,"W","L"
12074,"R18","2017-07-22",14,20434,20525,2017,15139,"20.12.132","16.9.105",20,12,132,16,9,105,27,"W","L"
12075,"R18","2017-07-22",4,19881,20893,2017,15140,"13.10.88","9.11.65",13,10,88,9,11,65,23,"W","L"
12076,"R18","2017-07-22",1630,20802,20066,2017,15141,"16.14.110","8.8.56",16,14,110,8,8,56,54,"W","L"
12077,"R18","2017-07-22",1,19882,20709,2017,15142,"14.17.101","9.5.59",14,17,101,9,5,59,42,"W","L"
12078,"R18","2017-07-22",1325,20986,20433,2017,15143,"7.6.48","15.10.100",7,6,48,15,10,100,52,"L","W"
12079,"R18","2017-07-23",4,20065,20157,2017,15144,"9.10.64","6.9.45",9,10,64,6,9,45,19,"W","L"
12080,"R18","2017-07-23",14,20158,20894,2017,15145,"13.15.93","13.7.85",13,15,93,13,7,85,8,"W","L"
12081,"R18","2017-07-23",2,5,19974,2017,15146,"17.10.112","11.16.82",17,10,112,11,16,82,30,"W","L"
12082,"R19","2017-07-28",4,20433,19882,2017,15147,"10.12.72","9.12.66",10,12,72,9,12,66,6,"W","L"
12083,"R19","2017-07-29",52,20525,19881,2017,15148,"11.10.76","10.12.72",11,10,76,10,12,72,4,"W","L"
12084,"R19","2017-07-29",188,20157,20986,2017,15149,"13.20.98","13.8.86",13,20,98,13,8,86,12,"W","L"
12085,"R19","2017-07-29",10,20893,20709,2017,15150,"9.9.63","8.13.61",9,9,63,8,13,61,2,"W","L"
12086,"R19","2017-07-29",14,19974,20710,2017,15151,"8.10.58","18.15.123",8,10,58,18,15,123,65,"L","W"
12087,"R19","2017-07-29",3,20066,20065,2017,15152,"10.5.65","14.14.98",10,5,65,14,14,98,33,"L","W"
12088,"R19","2017-07-30",14,20802,20434,2017,15153,"19.13.127","13.19.97",19,13,127,13,19,97,30,"W","L"
12089,"R19","2017-07-30",4,20158,20617,2017,15154,"15.13.103","16.7.103",15,13,103,16,7,103,0,"D","D"
12090,"R19","2017-07-30",1325,20894,5,2017,15155,"17.11.113","6.9.45",17,11,113,6,9,45,68,"W","L"
12091,"R20","2017-08-04",7,20710,19882,2017,15156,"8.13.61","16.11.107",8,13,61,16,11,107,46,"L","W"
12092,"R20","2017-08-05",225,20157,19881,2017,15157,"14.13.97","10.2.62",14,13,97,10,2,62,35,"W","L"
12093,"R20","2017-08-05",4,20434,19974,2017,15158,"11.18.84","11.10.76",11,18,84,11,10,76,8,"W","L"
12094,"R20","2017-08-05",2,5,20802,2017,15159,"13.11.89","14.19.103",13,11,89,14,19,103,14,"L","W"
12095,"R20","2017-08-05",14,20525,20158,2017,15160,"7.15.57","16.15.111",7,15,57,16,15,111,54,"L","W"
12096,"R20","2017-08-05",1325,20986,20066,2017,15161,"12.18.90","10.7.67",12,18,90,10,7,67,23,"W","L"
12097,"R20","2017-08-06",14,20709,20894,2017,15162,"15.13.103","14.11.95",15,13,103,14,11,95,8,"W","L"
12098,"R20","2017-08-06",4,20065,20433,2017,15163,"13.15.93","9.10.64",13,15,93,9,10,64,29,"W","L"
12099,"R20","2017-08-06",10,20617,20893,2017,15164,"18.22.130","7.4.46",18,22,130,7,4,46,84,"W","L"
12100,"R21","2017-08-11",14,20802,20157,2017,15165,"7.15.57","16.9.105",7,15,57,16,9,105,48,"L","W"
12101,"R21","2017-08-12",1,19882,20986,2017,15166,"22.11.143","5.9.39",22,11,143,5,9,39,104,"W","L"
12102,"R21","2017-08-12",7,20710,20065,2017,15167,"11.14.80","9.12.66",11,14,80,9,12,66,14,"W","L"
12103,"R21","2017-08-12",2,5,20066,2017,15168,"22.10.142","12.12.84",22,10,142,12,12,84,58,"W","L"
12104,"R21","2017-08-12",14,20434,20617,2017,15169,"12.8.80","18.15.123",12,8,80,18,15,123,43,"L","W"
12105,"R21","2017-08-12",1325,20894,19974,2017,15170,"15.10.100","12.11.83",15,10,100,12,11,83,17,"W","L"
12106,"R21","2017-08-13",4,19881,20709,2017,15171,"14.12.96","10.12.72",14,12,96,10,12,72,24,"W","L"
12107,"R21","2017-08-13",68,20433,20525,2017,15172,"18.8.116","14.5.89",18,8,116,14,5,89,27,"W","L"
12108,"R21","2017-08-13",10,20893,20158,2017,15173,"14.14.98","10.11.71",14,14,98,10,11,71,27,"W","L"
12109,"R22","2017-08-18",10,20617,19882,2017,15174,"11.14.80","13.5.83",11,14,80,13,5,83,3,"L","W"
12110,"R22","2017-08-19",17,20802,20893,2017,15175,"11.13.79","14.12.96",11,13,79,14,12,96,17,"L","W"
12111,"R22","2017-08-19",4,20158,20710,2017,15176,"9.5.59","10.10.70",9,5,59,10,10,70,11,"L","W"
12112,"R22","2017-08-19",188,20157,20894,2017,15177,"12.9.81","9.6.60",12,9,81,9,6,60,21,"W","L"
12113,"R22","2017-08-19",14,19974,20433,2017,15178,"12.5.77","10.10.70",12,5,77,10,10,70,7,"W","L"
12114,"R22","2017-08-19",3,20066,20434,2017,15179,"9.3.57","12.18.90",9,3,57,12,18,90,33,"L","W"
12115,"R22","2017-08-20",4,19881,5,2017,15180,"16.8.104","14.7.91",16,8,104,14,7,91,13,"W","L"
12116,"R22","2017-08-20",14,20709,20525,2017,15181,"18.19.127","12.6.78",18,19,127,12,6,78,49,"W","L"
12117,"R22","2017-08-20",1325,20986,20065,2017,15182,"7.9.51","25.5.155",7,9,51,25,5,155,104,"L","W"
12118,"R23","2017-08-25",14,20433,20802,2017,15183,"15.9.99","13.12.90",15,9,99,13,12,90,9,"W","L"
12119,"R23","2017-08-26",4,20158,19881,2017,15184,"14.15.99","12.11.83",14,15,99,12,11,83,16,"W","L"
12120,"R23","2017-08-26",2,5,20525,2017,15185,"11.13.79","19.16.130",11,13,79,19,16,130,51,"L","W"
12121,"R23","2017-08-26",1,19882,19974,2017,15186,"21.12.138","8.9.57",21,12,138,8,9,57,81,"W","L"
12122,"R23","2017-08-26",7,20710,20157,2017,15187,"15.13.103","8.11.59",15,13,103,8,11,59,44,"W","L"
12123,"R23","2017-08-26",10,20893,20066,2017,15188,"20.15.135","3.2.20",20,15,135,3,2,20,115,"W","L"
12124,"R23","2017-08-27",14,20434,20986,2017,15189,"16.11.107","14.8.92",16,11,107,14,8,92,15,"W","L"
12125,"R23","2017-08-27",4,20065,20709,2017,15190,"19.8.122","12.9.81",19,8,122,12,9,81,41,"W","L"
12126,"R23","2017-08-27",1325,20894,20617,2017,15191,"15.10.100","10.11.71",15,10,100,10,11,71,29,"W","L"
12127,"RQF","2017-09-07",10,20617,20157,2017,15192,"12.12.84","6.12.48",12,12,84,6,12,48,36,"W","L"
12128,"RQF","2017-09-08",4,20710,20065,2017,15193,"5.10.40","13.13.91",5,10,40,13,13,91,51,"L","W"
12129,"REF","2017-09-09",1,19882,20434,2017,15194,"19.7.121","8.8.56",19,7,121,8,8,56,65,"W","L"
12130,"REF","2017-09-09",10,20893,20894,2017,15195,"10.16.76","12.6.78",10,16,76,12,6,78,2,"L","W"
12131,"RSF","2017-09-15",4,20710,19882,2017,15196,"15.8.98","5.9.39",15,8,98,5,9,39,59,"W","L"
12132,"RSF","2017-09-16",188,20157,20894,2017,15197,"19.11.125","9.4.58",19,11,125,9,4,58,67,"W","L"
12133,"RPF","2017-09-22",10,20617,20710,2017,15198,"21.10.136","10.15.75",21,10,136,10,15,75,61,"W","L"
12134,"RPF","2017-09-23",4,20065,20157,2017,15199,"15.13.103","9.13.67",15,13,103,9,13,67,36,"W","L"
12135,"RGF","2017-09-30",4,20617,20065,2017,15200,"8.12.60","16.12.108",8,12,60,16,12,108,48,"L","W"
12136,"R1","2018-03-22",4,20065,19974,2018,15201,"17.19.121","15.5.95",17,19,121,15,5,95,26,"W","L"
12137,"R1","2018-03-23",14,20434,20617,2018,15202,"14.15.99","12.15.87",14,15,99,12,15,87,12,"W","L"
12138,"R1","2018-03-24",14,20709,5,2018,15203,"16.11.107","12.10.82",16,11,107,12,10,82,25,"W","L"
12139,"R1","2018-03-24",10,20893,20986,2018,15204,"16.14.110","9.6.60",16,14,110,9,6,60,50,"W","L"
12140,"R1","2018-03-24",4,20433,20158,2018,15205,"15.11.101","9.13.67",15,11,101,9,13,67,34,"W","L"
12141,"R1","2018-03-24",1630,20066,20525,2018,15206,"7.13.55","5.9.39",7,13,55,5,9,39,16,"W","L"
12142,"R1","2018-03-25",225,20157,20802,2018,15207,"20.13.133","7.9.51",20,13,133,7,9,51,82,"W","L"
12143,"R1","2018-03-25",4,19881,20710,2018,15208,"13.16.94","14.13.97",13,16,94,14,13,97,3,"L","W"
12144,"R1","2018-03-25",11,20894,19882,2018,15209,"13.8.86","18.7.115",13,8,86,18,7,115,29,"L","W"
12145,"R2","2018-03-29",10,20617,20065,2018,15210,"18.10.118","12.10.82",18,10,118,12,10,82,36,"W","L"
12146,"R2","2018-03-30",14,20525,20709,2018,15211,"13.17.95","5.13.43",13,17,95,5,13,43,52,"W","L"
12147,"R2","2018-03-31",14,19974,20066,2018,15212,"9.13.67","15.11.101",9,13,67,15,11,101,34,"L","W"
12148,"R2","2018-03-31",4,20158,20157,2018,15213,"12.7.79","15.5.95",12,7,79,15,5,95,16,"L","W"
12149,"R2","2018-03-31",2,5,19881,2018,15214,"10.14.74","14.16.100",10,14,74,14,16,100,26,"L","W"
12150,"R2","2018-03-31",11,20986,20434,2018,15215,"16.10.106","14.6.90",16,10,106,14,6,90,16,"W","L"
12151,"R2","2018-04-01",14,20802,20894,2018,15216,"9.16.70","18.13.121",9,16,70,18,13,121,51,"L","W"
12152,"R2","2018-04-01",1,19882,20893,2018,15217,"10.11.71","14.10.94",10,11,71,14,10,94,23,"L","W"
12153,"R2","2018-04-02",4,20710,20433,2018,15218,"18.9.117","17.16.118",18,9,117,17,16,118,1,"L","W"
12154,"R3","2018-04-06",4,19974,20158,2018,15219,"11.10.76","16.4.100",11,10,76,16,4,100,24,"L","W"
12155,"R3","2018-04-07",10,20893,5,2018,15220,"14.13.97","14.8.92",14,13,97,14,8,92,5,"W","L"
12156,"R3","2018-04-07",4,19881,20525,2018,15221,"18.15.123","13.8.86",18,15,123,13,8,86,37,"W","L"
12157,"R3","2018-04-07",11,20066,20986,2018,15222,"10.8.68","13.18.96",10,8,68,13,18,96,28,"L","W"
12158,"R3","2018-04-07",14,20709,20617,2018,15223,"7.13.55","15.14.104",7,13,55,15,14,104,49,"L","W"
12159,"R3","2018-04-07",1,19882,20157,2018,15224,"16.7.103","12.15.87",16,7,103,12,15,87,16,"W","L"
12160,"R3","2018-04-08",4,20065,20433,2018,15225,"15.12.102","13.11.89",15,12,102,13,11,89,13,"W","L"
12161,"R3","2018-04-08",14,20802,20434,2018,15226,"14.20.104","12.11.83",14,20,104,12,11,83,21,"W","L"
12162,"R3","2018-04-08",11,20894,20710,2018,15227,"14.11.95","11.14.80",14,11,95,11,14,80,15,"W","L"
12163,"R4","2018-04-13",10,20617,20158,2018,15228,"9.4.58","16.10.106",9,4,58,16,10,106,48,"L","W"
12164,"R4","2018-04-14",225,20157,20986,2018,15229,"11.16.82","7.9.51",11,16,82,7,9,51,31,"W","L"
12165,"R4","2018-04-14",4,20065,5,2018,15230,"16.14.110","2.5.17",16,14,110,2,5,17,93,"W","L"
12166,"R4","2018-04-14",14,20802,19882,2018,15231,"11.13.79","13.8.86",11,13,79,13,8,86,7,"L","W"
12167,"R4","2018-04-14",52,20525,19974,2018,15232,"18.8.116","4.6.30",18,8,116,4,6,30,86,"W","L"
12168,"R4","2018-04-14",11,20894,20066,2018,15233,"21.13.139","9.5.59",21,13,139,9,5,59,80,"W","L"
12169,"R4","2018-04-15",14,20434,20893,2018,15234,"16.10.106","12.12.84",16,10,106,12,12,84,22,"W","L"
12170,"R4","2018-04-15",4,20433,19881,2018,15235,"18.7.115","6.12.48",18,7,115,6,12,48,67,"W","L"
12171,"R4","2018-04-15",7,20710,20709,2018,15236,"15.13.103","7.14.56",15,13,103,7,14,56,47,"W","L"
12172,"R5","2018-04-20",1,19882,20617,2018,15237,"10.15.75","12.13.85",10,15,75,12,13,85,10,"L","W"
12173,"R5","2018-04-21",14,20709,20157,2018,15238,"10.13.73","9.19.73",10,13,73,9,19,73,0,"D","D"
12174,"R5","2018-04-21",4,19974,20894,2018,15239,"10.9.69","10.19.79",10,9,69,10,19,79,10,"L","W"
12175,"R5","2018-04-21",10,20893,20710,2018,15240,"7.8.50","12.12.84",7,8,50,12,12,84,34,"L","W"
12176,"R5","2018-04-21",11,20986,20802,2018,15241,"16.12.108","8.6.54",16,12,108,8,6,54,54,"W","L"
12177,"R5","2018-04-22",14,20525,20433,2018,15242,"14.14.98","11.4.70",14,14,98,11,4,70,28,"W","L"
12178,"R5","2018-04-22",2,5,20066,2018,15243,"10.11.71","11.10.76",10,11,71,11,10,76,5,"L","W"
12179,"R5","2018-04-24",4,19881,20065,2018,15244,"8.8.56","15.12.102",8,8,56,15,12,102,46,"L","W"
12180,"R5","2018-04-25",4,20158,20434,2018,15245,"14.17.101","7.10.52",14,17,101,7,10,52,49,"W","L"
12181,"R6","2018-04-27",14,20802,19974,2018,15246,"11.14.80","8.11.59",11,14,80,8,11,59,21,"W","L"
12182,"R6","2018-04-28",7,20710,19882,2018,15247,"10.9.69","12.14.86",10,9,69,12,14,86,17,"L","W"
12183,"R6","2018-04-28",14,20525,20893,2018,15248,"10.9.69","15.12.102",10,9,69,15,12,102,33,"L","W"
12184,"R6","2018-04-28",188,20157,5,2018,15249,"10.17.77","5.13.43",10,17,77,5,13,43,34,"W","L"
12185,"R6","2018-04-28",68,20433,20709,2018,15250,"13.11.89","7.12.54",13,11,89,7,12,54,35,"W","L"
12186,"R6","2018-04-28",10,20617,20066,2018,15251,"16.14.110","9.8.62",16,14,110,9,8,62,48,"W","L"
12187,"R6","2018-04-29",14,20434,19881,2018,15252,"10.12.72","16.12.108",10,12,72,16,12,108,36,"L","W"
12188,"R6","2018-04-29",4,20158,20065,2018,15253,"10.10.70","16.17.113",10,10,70,16,17,113,43,"L","W"
12189,"R6","2018-04-29",11,20986,20894,2018,15254,"12.9.81","13.11.89",12,9,81,13,11,89,8,"L","W"
12190,"R7","2018-05-04",7,20710,20157,2018,15255,"14.9.93","4.8.32",14,9,93,4,8,32,61,"W","L"
12191,"R7","2018-05-05",17,20802,20066,2018,15256,"11.15.81","10.12.72",11,15,81,10,12,72,9,"W","L"
12192,"R7","2018-05-05",4,20434,20433,2018,15257,"10.7.67","13.12.90",10,7,67,13,12,90,23,"L","W"
12193,"R7","2018-05-05",11,20894,20893,2018,15258,"16.6.102","9.6.60",16,6,102,9,6,60,42,"W","L"
12194,"R7","2018-05-05",1,19882,20525,2018,15259,"9.12.66","9.14.68",9,12,66,9,14,68,2,"L","W"
12195,"R7","2018-05-05",10,20617,19974,2018,15260,"19.11.125","10.10.70",19,11,125,10,10,70,55,"W","L"
12196,"R7","2018-05-06",4,20065,20986,2018,15261,"15.20.110","4.9.33",15,20,110,4,9,33,77,"W","L"
12197,"R7","2018-05-06",14,20709,19881,2018,15262,"9.13.67","16.10.106",9,13,67,16,10,106,39,"L","W"
12198,"R7","2018-05-06",2,5,20158,2018,15263,"18.6.114","19.7.121",18,6,114,19,7,121,7,"L","W"
12199,"R8","2018-05-11",4,20433,19882,2018,15264,"10.11.71","12.7.79",10,11,71,12,7,79,8,"L","W"
12200,"R8","2018-05-12",188,20157,20894,2018,15265,"8.13.61","12.14.86",8,13,61,12,14,86,25,"L","W"
12201,"R8","2018-05-12",4,19974,20434,2018,15266,"14.7.91","10.18.78",14,7,91,10,18,78,13,"W","L"
12202,"R8","2018-05-12",2,20066,19881,2018,15267,"11.11.77","21.20.146",11,11,77,21,20,146,69,"L","W"
12203,"R8","2018-05-12",10,20893,20617,2018,15268,"14.11.95","14.6.90",14,11,95,14,6,90,5,"W","L"
12204,"R8","2018-05-12",14,20802,5,2018,15269,"16.11.107","14.9.93",16,11,107,14,9,93,14,"W","L"
12205,"R8","2018-05-12",11,20986,20709,2018,15270,"13.11.89","8.11.59",13,11,89,8,11,59,30,"W","L"
12206,"R8","2018-05-13",14,20525,20065,2018,15271,"11.6.72","12.10.82",11,6,72,12,10,82,10,"L","W"
12207,"R8","2018-05-13",4,20158,20710,2018,15272,"5.15.45","9.12.66",5,15,45,9,12,66,21,"L","W"
12208,"R9","2018-05-18",10,20617,20802,2018,15273,"9.9.63","2.14.26",9,9,63,2,14,26,37,"W","L"
12209,"R9","2018-05-19",2803,20066,20893,2018,15274,"6.6.42","11.16.82",6,6,42,11,16,82,40,"L","W"
12210,"R9","2018-05-19",52,20525,20157,2018,15275,"17.10.112","9.15.69",17,10,112,9,15,69,43,"W","L"
12211,"R9","2018-05-19",4,20434,20710,2018,15276,"12.12.84","7.8.50",12,12,84,7,8,50,34,"W","L"
12212,"R9","2018-05-19",14,20709,20158,2018,15277,"10.12.72","15.10.100",10,12,72,15,10,100,28,"L","W"
12213,"R9","2018-05-19",1,19882,20986,2018,15278,"17.9.111","7.10.52",17,9,111,7,10,52,59,"W","L"
12214,"R9","2018-05-20",4,19974,19881,2018,15279,"7.8.50","25.9.159",7,8,50,25,9,159,109,"L","W"
12215,"R9","2018-05-20",2,5,20433,2018,15280,"20.9.129","11.7.73",20,9,129,11,7,73,56,"W","L"
12216,"R9","2018-05-20",11,20894,20065,2018,15281,"20.10.130","12.11.83",20,10,130,12,11,83,47,"W","L"
12217,"R10","2018-05-25",14,20158,20802,2018,15282,"13.12.90","8.7.55",13,12,90,8,7,55,35,"W","L"
12218,"R10","2018-05-26",4,20065,20709,2018,15283,"15.15.105","12.5.77",15,15,105,12,5,77,28,"W","L"
12219,"R10","2018-05-26",2,5,19882,2018,15284,"6.13.49","10.7.67",6,13,49,10,7,67,18,"L","W"
12220,"R10","2018-05-26",7,20710,19974,2018,15285,"11.7.73","5.15.45",11,7,73,5,15,45,28,"W","L"
12221,"R10","2018-05-26",188,20157,20434,2018,15286,"8.12.60","14.11.95",8,12,60,14,11,95,35,"L","W"
12222,"R10","2018-05-27",14,20433,20894,2018,15287,"9.6.60","11.9.75",9,6,60,11,9,75,15,"L","W"
12223,"R10","2018-05-27",94,19881,20617,2018,15288,"23.8.146","8.7.55",23,8,146,8,7,55,91,"W","L"
12224,"R10","2018-05-27",11,20986,20525,2018,15289,"8.10.58","12.14.86",8,10,58,12,14,86,28,"L","W"
12225,"R11","2018-06-01",1,19882,19974,2018,15290,"13.13.91","9.7.61",13,13,91,9,7,61,30,"W","L"
12226,"R11","2018-06-02",14,20802,19881,2018,15291,"7.9.51","15.10.100",7,9,51,15,10,100,49,"L","W"
12227,"R11","2018-06-02",68,20433,20893,2018,15292,"9.10.64","9.7.61",9,10,64,9,7,61,3,"W","L"
12228,"R11","2018-06-02",3,20066,20710,2018,15293,"4.12.36","17.19.121",4,12,36,17,19,121,85,"L","W"
12229,"R11","2018-06-02",4,20434,20065,2018,15294,"6.7.43","17.12.114",6,7,43,17,12,114,71,"L","W"
12230,"R11","2018-06-02",11,20894,20709,2018,15295,"16.5.101","14.4.88",16,5,101,14,4,88,13,"W","L"
12231,"R11","2018-06-03",14,20525,5,2018,15296,"21.15.141","12.15.87",21,15,141,12,15,87,54,"W","L"
12232,"R11","2018-06-03",4,20158,20986,2018,15297,"21.12.138","12.5.77",21,12,138,12,5,77,61,"W","L"
12233,"R11","2018-06-03",10,20617,20157,2018,15298,"11.15.81","14.13.97",11,15,81,14,13,97,16,"L","W"
12234,"R12","2018-06-08",10,20893,20065,2018,15299,"10.12.72","8.10.58",10,12,72,8,10,58,14,"W","L"
12235,"R12","2018-06-09",7,20710,20525,2018,15300,"14.12.96","8.11.59",14,12,96,8,11,59,37,"W","L"
12236,"R12","2018-06-09",188,20157,20066,2018,15301,"20.14.134","4.2.26",20,14,134,4,2,26,108,"W","L"
12237,"R12","2018-06-09",14,20709,19882,2018,15302,"7.13.55","19.12.126",7,13,55,19,12,126,71,"L","W"
12238,"R12","2018-06-10",2,5,20434,2018,15303,"8.14.62","12.12.84",8,14,62,12,12,84,22,"L","W"
12239,"R12","2018-06-10",11,20986,20617,2018,15304,"10.11.71","9.14.68",10,11,71,9,14,68,3,"W","L"
12240,"R12","2018-06-11",4,19881,20158,2018,15305,"14.7.91","20.13.133",14,7,91,20,13,133,42,"L","W"
12241,"R13","2018-06-14",10,20893,20802,2018,15306,"20.12.132","11.9.75",20,12,132,11,9,75,57,"W","L"
12242,"R13","2018-06-15",1,19882,20894,2018,15307,"10.12.72","7.15.57",10,12,72,7,15,57,15,"W","L"
12243,"R13","2018-06-16",14,19974,20986,2018,15308,"6.10.46","15.13.103",6,10,46,15,13,103,57,"L","W"
12244,"R13","2018-06-16",3,20066,20709,2018,15309,"11.12.78","11.14.80",11,12,78,11,14,80,2,"L","W"
12245,"R13","2018-06-16",4,20433,20617,2018,15310,"12.16.88","4.8.32",12,16,88,4,8,32,56,"W","L"
12246,"R13","2018-06-17",4,20710,20065,2018,15311,"9.11.65","12.11.83",9,11,65,12,11,83,18,"L","W"
12247,"R14","2018-06-21",11,20894,20434,2018,15312,"6.16.52","12.8.80",6,16,52,12,8,80,28,"L","W"
12248,"R14","2018-06-22",10,20893,19881,2018,15313,"11.9.75","9.11.65",11,9,75,9,11,65,10,"W","L"
12249,"R14","2018-06-23",68,20433,20066,2018,15314,"13.18.96","5.13.43",13,18,96,5,13,43,53,"W","L"
