"id","round","game_date","venue_id","home_team_id","away_team_id","season_year","afltables_game_id","home_score_str","away_score_str","home_score_goals","home_score_behinds","home_score_total","away_score_goals","away_score_behinds","away_score_total","margin","home_result","away_result"
11388,"R10","2014-05-25",3,20066,20802,2014,14453,"18.11.119","10.14.74",18,11,119,10,14,74,45,"W","L"
11389,"R10","2014-05-25",4,19974,20617,2014,14454,"12.9.81","10.16.76",12,9,81,10,16,76,5,"W","L"
11390,"R11","2014-05-29",1,19882,20710,2014,14455,"22.16.148","5.8.38",22,16,148,5,8,38,110,"W","L"
11391,"R11","2014-05-30",14,20709,20158,2014,14456,"8.6.54","21.14.140",8,6,54,21,14,140,86,"L","W"
11392,"R11","2014-05-31",94,19881,20893,2014,14457,"11.9.75","14.11.95",11,9,75,14,11,95,20,"L","W"
11393,"R11","2014-05-31",2,5,19974,2014,14458,"14.14.98","13.13.91",14,14,98,13,13,91,7,"W","L"
11394,"R11","2014-05-31",4,20434,20065,2014,14459,"15.14.104","7.12.54",15,14,104,7,12,54,50,"W","L"
11395,"R11","2014-06-01",10,20617,20066,2014,14460,"16.13.109","11.11.77",16,13,109,11,11,77,32,"W","L"
11396,"R11","2014-06-01",14,20802,20986,2014,14461,"6.15.51","13.11.89",6,15,51,13,11,89,38,"L","W"
11397,"R11","2014-06-01",4,20433,20157,2014,14462,"14.10.94","13.9.87",14,10,94,13,9,87,7,"W","L"
11398,"R11","2014-06-01",1325,20894,20525,2014,14463,"6.8.44","12.10.82",6,8,44,12,10,82,38,"L","W"
11399,"R12","2014-06-06",14,20710,19974,2014,14464,"16.11.107","15.12.102",16,11,107,15,12,102,5,"W","L"
11400,"R12","2014-06-07",68,20433,20894,2014,14465,"19.9.123","12.7.79",19,9,123,12,7,79,44,"W","L"
11401,"R12","2014-06-07",10,20893,20709,2014,14466,"19.15.129","9.5.59",19,15,129,9,5,59,70,"W","L"
11402,"R12","2014-06-07",188,20157,20434,2014,14467,"9.12.66","11.15.81",9,12,66,11,15,81,15,"L","W"
11403,"R12","2014-06-07",14,20802,5,2014,14468,"13.9.87","14.11.95",13,9,87,14,11,95,8,"L","W"
11404,"R12","2014-06-08",3,20066,19882,2014,14469,"10.14.74","17.7.109",10,14,74,17,7,109,35,"L","W"
11405,"R12","2014-06-08",1325,20986,20617,2014,14470,"12.18.90","7.8.50",12,18,90,7,8,50,40,"W","L"
11406,"R12","2014-06-08",14,20525,20065,2014,14471,"17.14.116","13.10.88",17,14,116,13,10,88,28,"W","L"
11407,"R12","2014-06-09",4,19881,20158,2014,14472,"3.10.28","8.13.61",3,10,28,8,13,61,33,"L","W"
11408,"R13","2014-06-13",4,19974,20433,2014,14473,"13.12.90","18.10.118",13,12,90,18,10,118,28,"L","W"
11409,"R13","2014-06-14",4,20065,20986,2014,14474,"12.13.85","16.9.105",12,13,85,16,9,105,20,"L","W"
11410,"R13","2014-06-14",1,19882,20893,2014,14475,"14.14.98","13.16.94",14,14,98,13,16,94,4,"W","L"
11411,"R13","2014-06-14",1325,20894,20066,2014,14476,"15.13.103","15.10.100",15,13,103,15,10,100,3,"W","L"
11412,"R13","2014-06-14",10,20617,20525,2014,14477,"16.13.109","10.13.73",16,13,109,10,13,73,36,"W","L"
11413,"R13","2014-06-14",2,5,20157,2014,14478,"12.8.80","19.11.125",12,8,80,19,11,125,45,"L","W"
11414,"R13","2014-06-15",7,20710,20709,2014,14479,"20.13.133","5.7.37",20,13,133,5,7,37,96,"W","L"
11415,"R13","2014-06-15",14,20158,20802,2014,14480,"15.8.98","16.10.106",15,8,98,16,10,106,8,"L","W"
11416,"R13","2014-06-15",4,20434,19881,2014,14481,"10.17.77","12.6.78",10,17,77,12,6,78,1,"L","W"
11417,"R14","2014-06-20",4,20065,19882,2014,14482,"7.9.51","9.8.62",7,9,51,9,8,62,11,"L","W"
11418,"R14","2014-06-21",10,20893,20802,2014,14483,"19.14.128","8.8.56",19,14,128,8,8,56,72,"W","L"
11419,"R14","2014-06-21",4,20433,20158,2014,14484,"17.13.115","13.8.86",17,13,115,13,8,86,29,"W","L"
11420,"R14","2014-06-21",3,20066,20710,2014,14485,"17.16.118","11.12.78",17,16,118,11,12,78,40,"W","L"
11421,"R14","2014-06-21",14,20434,20617,2014,14486,"15.11.101","14.8.92",15,11,101,14,8,92,9,"W","L"
11422,"R14","2014-06-21",1325,20986,5,2014,14487,"15.15.105","3.4.22",15,15,105,3,4,22,83,"W","L"
11423,"R14","2014-06-22",188,20157,19974,2014,14488,"15.10.100","14.8.92",15,10,100,14,8,92,8,"W","L"
11424,"R14","2014-06-22",14,20709,20894,2014,14489,"10.10.70","15.13.103",10,10,70,15,13,103,33,"L","W"
11425,"R14","2014-06-22",4,19881,20525,2014,14490,"10.6.66","15.17.107",10,6,66,15,17,107,41,"L","W"
11426,"R15","2014-06-27",14,20710,20434,2014,14491,"13.11.89","11.14.80",13,11,89,11,14,80,9,"W","L"
11427,"R15","2014-06-28",68,20433,20066,2014,14492,"17.14.116","10.3.63",17,14,116,10,3,63,53,"W","L"
11428,"R15","2014-06-28",14,20709,20065,2014,14493,"11.7.73","18.9.117",11,7,73,18,9,117,44,"L","W"
11429,"R15","2014-06-28",1325,20986,20894,2014,14494,"13.10.88","11.15.81",13,10,88,11,15,81,7,"W","L"
11430,"R15","2014-06-28",2,5,20525,2014,14495,"10.10.70","9.12.66",10,10,70,9,12,66,4,"W","L"
11431,"R15","2014-06-28",1,19882,20157,2014,14496,"15.16.106","8.12.60",15,16,106,8,12,60,46,"W","L"
11432,"R15","2014-06-29",14,20802,19881,2014,14497,"14.7.91","13.7.85",14,7,91,13,7,85,6,"W","L"
11433,"R15","2014-06-29",10,20617,20893,2014,14498,"14.15.99","10.16.76",14,15,99,10,16,76,23,"W","L"
11945,"R2","2017-04-02",4,19881,19974,2017,15010,"13.8.86","9.10.64",13,8,86,9,10,64,22,"W","L"
11434,"R15","2014-06-29",4,20158,19974,2014,14499,"13.13.91","11.10.76",13,13,91,11,10,76,15,"W","L"
11435,"R16","2014-07-04",14,20525,20433,2014,14500,"16.12.108","13.10.88",16,12,108,13,10,88,20,"W","L"
11436,"R16","2014-07-05",4,20065,5,2014,14501,"12.7.79","7.12.54",12,7,79,7,12,54,25,"W","L"
11437,"R16","2014-07-05",188,20157,20617,2014,14502,"9.18.72","20.20.140",9,18,72,20,20,140,68,"L","W"
11438,"R16","2014-07-05",3,20066,20158,2014,14503,"11.14.80","10.15.75",11,14,80,10,15,75,5,"W","L"
11439,"R16","2014-07-05",10,20893,20434,2014,14504,"7.18.60","8.14.62",7,18,60,8,14,62,2,"L","W"
11440,"R16","2014-07-05",70,19881,20986,2014,14505,"4.10.34","15.7.97",4,10,34,15,7,97,63,"L","W"
11441,"R16","2014-07-06",14,19974,20709,2014,14506,"24.7.151","10.6.66",24,7,151,10,6,66,85,"W","L"
11442,"R16","2014-07-06",1325,20894,19882,2014,14507,"7.9.51","10.19.79",7,9,51,10,19,79,28,"L","W"
11443,"R16","2014-07-06",7,20710,20802,2014,14508,"10.9.69","7.14.56",10,9,69,7,14,56,13,"W","L"
11444,"R17","2014-07-11",10,20617,20433,2014,14509,"14.8.92","15.14.104",14,8,92,15,14,104,12,"L","W"
11445,"R17","2014-07-12",4,19881,20710,2014,14510,"5.6.36","14.18.102",5,6,36,14,18,102,66,"L","W"
11446,"R17","2014-07-12",52,20525,20709,2014,14511,"13.14.92","3.15.33",13,14,92,3,15,33,59,"W","L"
11447,"R17","2014-07-12",1630,20802,20066,2014,14512,"13.16.94","9.12.66",13,16,94,9,12,66,28,"W","L"
11448,"R17","2014-07-12",1,19882,19974,2014,14513,"18.14.122","7.9.51",18,14,122,7,9,51,71,"W","L"
11449,"R17","2014-07-12",2,5,20894,2014,14514,"9.10.64","11.10.76",9,10,64,11,10,76,12,"L","W"
11450,"R17","2014-07-13",14,20065,20893,2014,14515,"19.12.126","16.10.106",19,12,126,16,10,106,20,"W","L"
11451,"R17","2014-07-13",4,20434,20158,2014,14516,"16.7.103","5.9.39",16,7,103,5,9,39,64,"W","L"
11452,"R17","2014-07-13",1325,20986,20157,2014,14517,"21.10.136","9.6.60",21,10,136,9,6,60,76,"W","L"
11453,"R18","2014-07-18",14,19974,20525,2014,14518,"16.13.109","13.8.86",16,13,109,13,8,86,23,"W","L"
11454,"R18","2014-07-19",14,20709,20986,2014,14519,"17.16.118","9.6.60",17,16,118,9,6,60,58,"W","L"
11455,"R18","2014-07-19",188,20157,20710,2014,14520,"12.15.87","13.16.94",12,15,87,13,16,94,7,"L","W"
11456,"R18","2014-07-20",10,20893,19881,2014,14521,"10.12.72","10.9.69",10,12,72,10,9,69,3,"W","L"
11457,"R18","2014-07-20",14,20802,20434,2014,14522,"14.10.94","15.11.101",14,10,94,15,11,101,7,"L","W"
11458,"R18","2014-07-25",1325,20894,20065,2014,14523,"6.6.42","8.11.59",6,6,42,8,11,59,17,"L","W"
11459,"R18","2014-07-26",2,5,20066,2014,14524,"16.14.110","8.8.56",16,14,110,8,8,56,54,"W","L"
11460,"R18","2014-07-26",4,20433,19882,2014,14525,"15.14.104","13.16.94",15,14,104,13,16,94,10,"W","L"
11461,"R18","2014-07-27",4,20158,20617,2014,14526,"12.10.82","14.14.98",12,10,82,14,14,98,16,"L","W"
11462,"R19","2014-07-31",1325,20986,19974,2014,14527,"12.11.83","11.12.78",12,11,83,11,12,78,5,"W","L"
11463,"R19","2014-08-01",1,19882,20434,2014,14528,"11.13.79","8.9.57",11,13,79,8,9,57,22,"W","L"
11464,"R19","2014-08-02",10,20617,20894,2014,14529,"16.9.105","20.16.136",16,9,105,20,16,136,31,"L","W"
11465,"R19","2014-08-02",4,20065,20157,2014,14530,"13.11.89","8.14.62",13,11,89,8,14,62,27,"W","L"
11466,"R19","2014-08-02",14,20525,20710,2014,14531,"10.19.79","16.15.111",10,19,79,16,15,111,32,"L","W"
11467,"R19","2014-08-02",3,20066,20709,2014,14532,"17.15.117","9.10.64",17,15,117,9,10,64,53,"W","L"
11468,"R19","2014-08-03",14,19881,5,2014,14533,"6.15.51","11.8.74",6,15,51,11,8,74,23,"L","W"
11469,"R19","2014-08-03",68,20433,20802,2014,14534,"16.11.107","6.9.45",16,11,107,6,9,45,62,"W","L"
11470,"R19","2014-08-03",4,20158,20893,2014,14535,"11.10.76","10.10.70",11,10,76,10,10,70,6,"W","L"
11471,"R20","2014-08-08",4,20065,20434,2014,14536,"14.11.95","11.11.77",14,11,95,11,11,77,18,"W","L"
11472,"R20","2014-08-09",225,20157,20525,2014,14537,"7.9.51","19.12.126",7,9,51,19,12,126,75,"L","W"
11473,"R20","2014-08-09",14,19974,20066,2014,14538,"14.13.97","8.10.58",14,13,97,8,10,58,39,"W","L"
11474,"R20","2014-08-09",4,20433,19881,2014,14539,"17.13.115","9.11.65",17,13,115,9,11,65,50,"W","L"
11475,"R20","2014-08-09",7,20710,20986,2014,14540,"12.9.81","11.13.79",12,9,81,11,13,79,2,"W","L"
11476,"R20","2014-08-09",10,20893,19882,2014,14541,"7.16.58","12.12.84",7,16,58,12,12,84,26,"L","W"
11477,"R20","2014-08-10",2,5,20617,2014,14542,"9.9.63","25.18.168",9,9,63,25,18,168,105,"L","W"
11478,"R20","2014-08-10",14,20709,20802,2014,14543,"15.9.99","18.14.122",15,9,99,18,14,122,23,"L","W"
11479,"R20","2014-08-10",1325,20894,20158,2014,14544,"19.12.126","10.6.66",19,12,126,10,6,66,60,"W","L"
11480,"R21","2014-08-15",14,19974,20710,2014,14545,"11.10.76","11.16.82",11,10,76,11,16,82,6,"L","W"
11481,"R21","2014-08-16",1,19882,20709,2014,14546,"19.13.127","8.8.56",19,13,127,8,8,56,71,"W","L"
11482,"R21","2014-08-16",3,20066,20893,2014,14547,"7.5.47","7.14.56",7,5,47,7,14,56,9,"L","W"
11483,"R21","2014-08-16",14,20434,20894,2014,14548,"11.11.77","11.8.74",11,11,77,11,8,74,3,"W","L"
11484,"R21","2014-08-16",10,20617,20065,2014,14549,"9.15.69","10.19.79",9,15,69,10,19,79,10,"L","W"
11485,"R21","2014-08-16",4,20158,5,2014,14550,"8.8.56","18.15.123",8,8,56,18,15,123,67,"L","W"
11486,"R21","2014-08-17",14,20525,20802,2014,14551,"17.9.111","8.13.61",17,9,111,8,13,61,50,"W","L"
11487,"R21","2014-08-17",4,19881,20157,2014,14552,"3.16.34","15.8.98",3,16,34,15,8,98,64,"L","W"
11488,"R21","2014-08-17",1325,20986,20433,2014,14553,"17.8.110","13.13.91",17,8,110,13,13,91,19,"W","L"
11489,"R22","2014-08-22",10,20893,19974,2014,14554,"20.20.140","5.7.37",20,20,140,5,7,37,103,"W","L"
11490,"R22","2014-08-23",52,20525,20617,2014,14555,"14.17.101","13.16.94",14,17,101,13,16,94,7,"W","L"
11491,"R22","2014-08-23",14,20434,20066,2014,14556,"16.12.108","13.11.89",16,12,108,13,11,89,19,"W","L"
11492,"R22","2014-08-23",188,20157,20158,2014,14557,"9.13.67","11.9.75",9,13,67,11,9,75,8,"L","W"
11493,"R22","2014-08-23",4,20433,20710,2014,14558,"14.10.94","11.5.71",14,10,94,11,5,71,23,"W","L"
11494,"R22","2014-08-23",1325,20894,19881,2014,14559,"18.11.119","8.5.53",18,11,119,8,5,53,66,"W","L"
11495,"R22","2014-08-24",2,5,20986,2014,14560,"6.12.48","15.16.106",6,12,48,15,16,106,58,"L","W"
11496,"R22","2014-08-24",14,20802,19882,2014,14561,"9.13.67","20.10.130",9,13,67,20,10,130,63,"L","W"
11497,"R22","2014-08-24",4,20065,20709,2014,14562,"15.8.98","10.12.72",15,8,98,10,12,72,26,"W","L"
11498,"R23","2014-08-29",4,20158,20433,2014,14563,"8.8.56","18.13.121",8,8,56,18,13,121,65,"L","W"
11499,"R23","2014-08-30",4,19974,20434,2014,14564,"14.6.90","13.12.90",14,6,90,13,12,90,0,"D","D"
11500,"R23","2014-08-30",1325,20986,20893,2014,14565,"16.9.105","14.13.97",16,9,105,14,13,97,8,"W","L"
11501,"R23","2014-08-30",1321,19882,20065,2014,14566,"9.11.65","10.8.68",9,11,65,10,8,68,3,"L","W"
11502,"R23","2014-08-30",7,20710,5,2014,14567,"21.17.143","12.9.81",21,17,143,12,9,81,62,"W","L"
11503,"R23","2014-08-30",14,20525,19881,2014,14568,"19.9.123","14.9.93",19,9,123,14,9,93,30,"W","L"
11504,"R23","2014-08-31",3,20066,20894,2014,14569,"15.9.99","23.13.151",15,9,99,23,13,151,52,"L","W"
11505,"R23","2014-08-31",10,20617,20709,2014,14570,"22.9.141","9.8.62",22,9,141,9,8,62,79,"W","L"
11506,"R23","2014-08-31",14,20802,20157,2014,14571,"15.19.109","18.7.115",15,19,109,18,7,115,6,"L","W"
11507,"RQF","2014-09-05",4,20433,20710,2014,14572,"15.14.104","10.8.68",15,14,104,10,8,68,36,"W","L"
11508,"RQF","2014-09-06",1321,19882,20986,2014,14573,"13.15.93","10.9.69",13,15,93,10,9,69,24,"W","L"
11509,"REF","2014-09-06",4,20525,20434,2014,14574,"14.9.93","12.9.81",14,9,93,12,9,81,12,"W","L"
11510,"REF","2014-09-07",10,20893,20065,2014,14575,"20.12.132","11.9.75",20,12,132,11,9,75,57,"W","L"
11511,"RSF","2014-09-12",4,20710,20525,2014,14576,"13.14.92","14.14.98",13,14,92,14,14,98,6,"L","W"
11512,"RSF","2014-09-13",1325,20986,20893,2014,14577,"11.17.83","15.15.105",11,17,83,15,15,105,22,"L","W"
11513,"RPF","2014-09-19",1321,19882,20525,2014,14578,"19.22.136","9.11.65",19,22,136,9,11,65,71,"W","L"
11514,"RPF","2014-09-20",4,20433,20893,2014,14579,"15.7.97","13.16.94",15,7,97,13,16,94,3,"W","L"
11515,"RGF","2014-09-27",4,19882,20433,2014,14580,"11.8.74","21.11.137",11,8,74,21,11,137,63,"L","W"
11516,"R1","2015-04-02",4,19974,20065,2015,14581,"11.12.78","15.15.105",11,12,78,15,15,105,27,"L","W"
11517,"R1","2015-04-04",4,19881,20066,2015,14582,"17.13.115","13.11.89",17,13,115,13,11,89,26,"W","L"
11518,"R1","2015-04-04",1321,19882,20434,2015,14583,"10.12.72","9.6.60",10,12,72,9,6,60,12,"W","L"
11519,"R1","2015-04-04",2,5,20158,2015,14584,"11.8.74","12.14.86",11,8,74,12,14,86,12,"L","W"
11520,"R1","2015-04-04",14,20802,20894,2015,14585,"14.13.97","14.3.87",14,13,97,14,3,87,10,"W","L"
11521,"R1","2015-04-05",14,20709,20157,2015,14586,"11.12.78","12.15.87",11,12,78,12,15,87,9,"L","W"
11522,"R1","2015-04-05",10,20617,20525,2015,14587,"21.14.140","9.9.63",21,14,140,9,9,63,77,"W","L"
11523,"R1","2015-04-05",1325,20986,20893,2015,14588,"11.9.75","10.8.68",11,9,75,10,8,68,7,"W","L"
11524,"R1","2015-04-06",4,20433,20710,2015,14589,"17.21.123","8.13.61",17,21,123,8,13,61,62,"W","L"
11525,"R2","2015-04-10",1325,20894,19974,2015,14590,"20.11.131","9.8.62",20,11,131,9,8,62,69,"W","L"
11526,"R2","2015-04-11",4,20065,20802,2015,14591,"9.12.66","12.13.85",9,12,66,12,13,85,19,"L","W"
11527,"R2","2015-04-11",225,20157,19881,2015,14592,"15.11.101","8.8.56",15,11,101,8,8,56,45,"W","L"
11528,"R2","2015-04-11",14,20158,20617,2015,14593,"9.9.63","12.18.90",9,9,63,12,18,90,27,"L","W"
11529,"R2","2015-04-11",3,20066,20709,2015,14594,"10.16.76","16.8.104",10,16,76,16,8,104,28,"L","W"
11530,"R2","2015-04-11",10,20893,19882,2015,14595,"6.8.44","14.8.92",6,8,44,14,8,92,48,"L","W"
11531,"R2","2015-04-12",7,20710,20986,2015,14596,"9.6.60","15.14.104",9,6,60,15,14,104,44,"L","W"
11532,"R2","2015-04-12",4,20434,20433,2015,14597,"12.6.78","11.10.76",12,6,78,11,10,76,2,"W","L"
11533,"R2","2015-04-12",14,20525,5,2015,14598,"20.13.133","7.9.51",20,13,133,7,9,51,82,"W","L"
11534,"R3","2015-04-17",4,20158,20709,2015,14599,"21.14.140","10.6.66",21,14,140,10,6,66,74,"W","L"
11535,"R3","2015-04-18",4,19974,20434,2015,14600,"11.18.84","16.9.105",11,18,84,16,9,105,21,"L","W"
11536,"R3","2015-04-18",10,20617,19881,2015,14601,"12.8.80","7.13.55",12,8,80,7,13,55,25,"W","L"
11537,"R3","2015-04-18",1,19882,20157,2015,14602,"16.15.111","12.18.90",16,15,111,12,18,90,21,"W","L"
11538,"R3","2015-04-18",14,20525,20893,2015,14603,"16.9.105","17.11.113",16,9,105,17,11,113,8,"L","W"
11539,"R3","2015-04-18",2,5,20065,2015,14604,"8.10.58","21.11.137",8,10,58,21,11,137,79,"L","W"
11540,"R3","2015-04-19",68,20433,20802,2015,14605,"19.13.127","8.9.57",19,13,127,8,9,57,70,"W","L"
11541,"R3","2015-04-19",7,20710,20066,2015,14606,"16.9.105","13.18.96",16,9,105,13,18,96,9,"W","L"
11542,"R3","2015-04-19",1325,20894,20986,2015,14607,"12.9.81","17.9.111",12,9,81,17,9,111,30,"L","W"
11543,"R4","2015-04-24",4,20065,19881,2015,14608,"6.15.51","12.11.83",6,15,51,12,11,83,32,"L","W"
11544,"R4","2015-04-25",1944,20709,19974,2015,14609,"12.9.81","18.13.121",12,9,81,18,13,121,40,"L","W"
11545,"R4","2015-04-25",4,20434,20158,2015,14610,"6.13.49","9.15.69",6,13,49,9,15,69,20,"L","W"
11546,"R4","2015-04-25",225,20157,20066,2015,14611,"16.23.119","7.11.53",16,23,119,7,11,53,66,"W","L"
11547,"R4","2015-04-25",10,20893,20433,2015,14612,"15.9.99","13.13.91",15,9,99,13,13,91,8,"W","L"
11548,"R4","2015-04-25",1325,20986,19882,2015,14613,"11.8.74","8.12.60",11,8,74,8,12,60,14,"W","L"
11549,"R4","2015-04-26",2,5,20894,2015,14614,"9.11.65","17.16.118",9,11,65,17,16,118,53,"L","W"
11550,"R4","2015-04-26",7,20710,20525,2015,14615,"9.13.67","12.11.83",9,13,67,12,11,83,16,"L","W"
11551,"R4","2015-04-26",14,20802,20617,2015,14616,"18.17.125","10.8.68",18,17,125,10,8,68,57,"W","L"
11552,"R5","2015-05-01",4,19974,20158,2015,14617,"6.9.45","18.12.120",6,9,45,18,12,120,75,"L","W"
11553,"R5","2015-05-02",4,20065,20710,2015,14618,"11.10.76","12.13.85",11,10,76,12,13,85,9,"L","W"
11554,"R5","2015-05-02",1,19882,20802,2015,14619,"10.13.73","11.11.77",10,13,73,11,11,77,4,"L","W"
11555,"R5","2015-05-02",3,20066,5,2015,14620,"18.10.118","7.12.54",18,10,118,7,12,54,64,"W","L"
11556,"R5","2015-05-02",14,20525,20433,2015,14621,"10.10.70","19.16.130",10,10,70,19,16,130,60,"L","W"
11557,"R5","2015-05-02",1325,20894,20157,2015,14622,"18.12.120","4.9.33",18,12,120,4,9,33,87,"W","L"
11558,"R5","2015-05-03",4,19881,20986,2015,14623,"6.14.50","18.10.118",6,14,50,18,10,118,68,"L","W"
11559,"R5","2015-05-03",14,20709,20434,2015,14624,"11.14.80","11.16.82",11,14,80,11,16,82,2,"L","W"
11560,"R5","2015-05-03",10,20617,20893,2015,14625,"13.13.91","18.7.115",13,13,91,18,7,115,24,"L","W"
11561,"R6","2015-05-08",4,20158,20710,2015,14626,"8.11.59","15.10.100",8,11,59,15,10,100,41,"L","W"
11562,"R6","2015-05-09",52,20525,20065,2015,14627,"16.13.109","10.14.74",16,13,109,10,14,74,35,"W","L"
11563,"R6","2015-05-09",14,20802,20709,2015,14628,"13.9.87","14.10.94",13,9,87,14,10,94,7,"L","W"
11564,"R6","2015-05-09",188,20157,20433,2015,14629,"16.12.108","14.14.98",16,12,108,14,14,98,10,"W","L"
11565,"R6","2015-05-09",3,20066,20617,2015,14630,"11.12.78","18.11.119",11,12,78,18,11,119,41,"L","W"
11566,"R6","2015-05-09",4,19881,19882,2015,14631,"7.8.50","12.16.88",7,8,50,12,16,88,38,"L","W"
11567,"R6","2015-05-09",1325,20986,20434,2015,14632,"12.8.80","7.10.52",12,8,80,7,10,52,28,"W","L"
11568,"R6","2015-05-10",14,19974,5,2015,14633,"11.9.75","12.12.84",11,9,75,12,12,84,9,"L","W"
11569,"R6","2015-05-10",10,20893,20894,2015,14634,"10.8.68","11.12.78",10,8,68,11,12,78,10,"L","W"
11570,"R7","2015-05-15",14,20434,20525,2015,14635,"12.10.82","13.15.93",12,10,82,13,15,93,11,"L","W"
11571,"R7","2015-05-16",10,20617,20709,2015,14636,"18.11.119","10.13.73",18,11,119,10,13,73,46,"W","L"
11572,"R7","2015-05-16",4,20433,19881,2015,14637,"24.11.155","7.8.50",24,11,155,7,8,50,105,"W","L"
11573,"R7","2015-05-16",14,19974,20157,2015,14638,"9.3.57","19.21.135",9,3,57,19,21,135,78,"L","W"
11574,"R7","2015-05-16",1321,19882,20710,2015,14639,"18.12.120","11.11.77",18,12,120,11,11,77,43,"W","L"
11575,"R7","2015-05-16",1325,20894,20066,2015,14640,"21.9.135","6.7.43",21,9,135,6,7,43,92,"W","L"
11576,"R7","2015-05-17",14,20802,20986,2015,14641,"14.4.88","15.11.101",14,4,88,15,11,101,13,"L","W"
11577,"R7","2015-05-17",4,20065,20158,2015,14642,"16.9.105","15.10.100",16,9,105,15,10,100,5,"W","L"
11578,"R7","2015-05-17",2,5,20893,2015,14643,"15.12.102","8.17.65",15,12,102,8,17,65,37,"W","L"
11579,"R8","2015-05-22",14,20710,19974,2015,14644,"22.8.140","9.9.63",22,8,140,9,9,63,77,"W","L"
11580,"R8","2015-05-23",14,20709,20894,2015,14645,"12.6.78","20.11.131",12,6,78,20,11,131,53,"L","W"
11581,"R8","2015-05-23",188,20157,20617,2015,14646,"16.12.108","12.12.84",16,12,108,12,12,84,24,"W","L"
11582,"R8","2015-05-23",3,20066,20158,2015,14647,"9.9.63","20.12.132",9,9,63,20,12,132,69,"L","W"
11583,"R8","2015-05-23",4,20433,19882,2015,14648,"9.15.69","11.7.73",9,15,69,11,7,73,4,"L","W"
11584,"R8","2015-05-23",1325,20986,20525,2015,14649,"17.13.115","5.12.42",17,13,115,5,12,42,73,"W","L"
11585,"R8","2015-05-24",14,20434,5,2015,14650,"21.10.136","12.6.78",21,10,136,12,6,78,58,"W","L"
11586,"R8","2015-05-24",4,19881,20802,2015,14651,"15.13.103","9.10.64",15,13,103,9,10,64,39,"W","L"
11587,"R8","2015-05-24",10,20893,20065,2015,14652,"5.13.43","11.10.76",5,13,43,11,10,76,33,"L","W"
11588,"R9","2015-05-29",1,19882,19974,2015,14653,"19.8.122","9.8.62",19,8,122,9,8,62,60,"W","L"
11589,"R9","2015-05-30",68,20433,20066,2015,14654,"14.9.93","6.4.40",14,9,93,6,4,40,53,"W","L"
11590,"R9","2015-05-30",94,19881,20893,2015,14655,"8.6.54","18.7.115",8,6,54,18,7,115,61,"L","W"
11591,"R9","2015-05-30",14,20802,20157,2015,14656,"16.17.113","11.2.68",16,17,113,11,2,68,45,"W","L"
11592,"R9","2015-05-30",4,20065,20434,2015,14657,"10.12.72","8.11.59",10,12,72,8,11,59,13,"W","L"
11593,"R9","2015-05-30",10,20617,20986,2015,14658,"7.15.57","10.8.68",7,15,57,10,8,68,11,"L","W"
11594,"R9","2015-05-31",2,5,20709,2015,14659,"13.8.86","16.12.108",13,8,86,16,12,108,22,"L","W"
11595,"R9","2015-05-31",4,20158,20525,2015,14660,"17.10.112","14.11.95",17,10,112,14,11,95,17,"W","L"
11596,"R9","2015-05-31",1325,20894,20710,2015,14661,"16.24.120","10.4.64",16,24,120,10,4,64,56,"W","L"
11597,"R10","2015-06-05",1325,20986,20065,2015,14662,"10.10.70","15.7.97",10,10,70,15,7,97,27,"L","W"
11598,"R10","2015-06-06",4,19974,20617,2015,14663,"14.6.90","14.15.99",14,6,90,14,15,99,9,"L","W"
11599,"R10","2015-06-06",3,20066,19882,2015,14664,"5.11.41","13.15.93",5,11,41,13,15,93,52,"L","W"
11600,"R10","2015-06-06",14,20434,20710,2015,14665,"7.11.53","19.8.122",7,11,53,19,8,122,69,"L","W"
11601,"R10","2015-06-06",10,20893,20802,2015,14666,"16.4.100","9.8.62",16,4,100,9,8,62,38,"W","L"
11602,"R10","2015-06-07",188,20157,5,2015,14667,"14.13.97","10.7.67",14,13,97,10,7,67,30,"W","L"
11603,"R10","2015-06-07",52,20525,20894,2015,14668,"13.7.85","10.15.75",13,7,85,10,15,75,10,"W","L"
11604,"R10","2015-06-07",14,20709,20433,2015,14669,"10.9.69","20.12.132",10,9,69,20,12,132,63,"L","W"
11605,"R10","2015-06-08",4,19881,20158,2015,14670,"13.7.85","17.8.110",13,7,85,17,8,110,25,"L","W"
11606,"R11","2015-06-12",10,20893,20710,2015,14671,"11.3.69","14.8.92",11,3,69,14,8,92,23,"L","W"
11607,"R11","2015-06-13",3,20066,20986,2015,14672,"7.4.46","6.17.53",7,4,46,6,17,53,7,"L","W"
11608,"R11","2015-06-13",1325,20894,20434,2015,14673,"14.12.96","6.10.46",14,12,96,6,10,46,50,"W","L"
11609,"R11","2015-06-13",14,20525,19882,2015,14674,"10.15.75","14.7.91",10,15,75,14,7,91,16,"L","W"
11610,"R11","2015-06-14",4,20158,20157,2015,14675,"18.11.119","11.11.77",18,11,119,11,11,77,42,"W","L"
11611,"R11","2015-06-14",14,20709,19881,2015,14676,"12.13.85","12.11.83",12,13,85,12,11,83,2,"W","L"
11612,"R12","2015-06-18",10,20617,20433,2015,14677,"12.13.85","17.12.114",12,13,85,17,12,114,29,"L","W"
11613,"R12","2015-06-19",4,20065,20894,2015,14678,"10.10.70","13.12.90",10,10,70,13,12,90,20,"L","W"
